1000 6.56557 5.24048 9.89186
2000 28.6358 22.706 36.4132
4000 103.968 89.9425 124.889
8000 386.067 354.356 451.42
16000 1535.13 1427.05 1735.59
32000 6005.01 5819.22 6258.3
64000 24716.3 23564.4 26055
128000 84105.6 77984.8 104641
