1024 278 116 154 random
1024 346 148 134 random
1024 271 136 141 random
1024 465 135 94 random
1024 277 85 88 random
1024 498 164 131 random
1024 263 92 128 random
1024 264 136 166 random
1024 268 135 94 random
1024 271 83 160 random
1024 252 91 137 sorted
1024 442 160 147 sorted
1024 233 108 149 sorted
1024 231 91 135 sorted
1024 231 85 127 sorted
1024 253 85 127 sorted
1024 509 142 125 sorted
1024 2692 95 84 sorted
1024 438 95 84 sorted
1024 525 149 97 sorted
2048 971 186 126 random
2048 648 190 171 random
2048 1163 294 150 random
2048 1015 195 106 random
2048 1120 190 162 random
2048 626 201 169 random
2048 980 131 117 random
2048 707 199 239 random
2048 1294 178 166 random
2048 1031 167 251 random
2048 1161 156 165 sorted
2048 855 109 114 sorted
2048 560 157 116 sorted
2048 1085 129 108 sorted
2048 1000 175 194 sorted
2048 1027 160 855 sorted
2048 1377 129 154 sorted
2048 1051 182 313 sorted
2048 1141 187 138 sorted
2048 602 147 151 sorted
4096 1385 147 234 random
4096 1512 189 211 random
4096 1451 147 155 random
4096 1421 177 154 random
4096 1508 140 146 random
4096 1345 217 155 random
4096 2302 158 144 random
4096 1346 139 140 random
4096 1442 223 146 random
4096 2127 152 149 random
4096 1308 125 143 sorted
4096 1946 210 144 sorted
4096 1234 135 144 sorted
4096 1214 146 188 sorted
4096 1288 140 127 sorted
4096 2051 205 352 sorted
4096 2087 242 168 sorted
4096 1329 148 137 sorted
4096 1270 134 124 sorted
4096 1258 156 130 sorted
8192 4105 320 211 random
8192 3164 211 206 random
8192 3194 203 305 random
8192 3502 220 221 random
8192 5000 209 225 random
8192 3601 211 215 random
8192 5600 378 265 random
8192 4824 199 213 random
8192 3081 328 321 random
8192 3480 358 201 random
8192 5444 215 196 sorted
8192 5117 572 191 sorted
8192 4029 183 198 sorted
8192 3696 187 545 sorted
8192 2603 246 205 sorted
8192 5607 305 311 sorted
8192 4234 262 307 sorted
8192 5149 195 257 sorted
8192 3832 245 184 sorted
8192 2917 194 186 sorted
16384 10765 450 304 random
16384 8032 284 302 random
1024 331 84 84 random
1024 279 84 90 random
1024 255 84 91 random
1024 259 125 160 random
1024 367 141 156 random
1024 254 84 83 random
1024 279 81 114 random
1024 427 139 141 random
1024 275 95 82 random
1024 271 82 82 random
1024 253 83 82 sorted
1024 279 95 87 sorted
1024 234 82 80 sorted
1024 395 140 132 sorted
1024 234 82 83 sorted
1024 402 156 150 sorted
1024 421 136 93 sorted
1024 418 108 108 sorted
1024 237 83 81 sorted
1024 240 125 133 sorted
2048 961 139 103 random
2048 611 99 98 random
2048 590 154 110 random
2048 623 96 137 random
2048 589 98 98 random
2048 614 110 94 random
2048 584 110 152 random
2048 608 96 103 random
2048 588 93 101 random
