1024 0 116 0 random
1024 0 148 0 random
1024 0 136 0 random
1024 0 135 0 random
1024 0 85 0 random
1024 0 164 0 random
1024 0 92 0 random
1024 0 136 0 random
1024 0 135 0 random
1024 0 83 0 random
1024 0 91 0 sorted
1024 0 160 0 sorted
1024 0 108 0 sorted
1024 0 91 0 sorted
1024 0 85 0 sorted
1024 0 85 0 sorted
1024 0 142 0 sorted
1024 0 95 0 sorted
1024 0 95 0 sorted
1024 0 149 0 sorted
2048 0 186 0 random
2048 0 190 0 random
2048 0 294 0 random
2048 0 195 0 random
2048 0 190 0 random
2048 0 201 0 random
2048 0 131 0 random
2048 0 199 0 random
2048 0 178 0 random
2048 0 167 0 random
2048 0 156 0 sorted
2048 0 109 0 sorted
2048 0 157 0 sorted
2048 0 129 0 sorted
2048 0 175 0 sorted
2048 0 160 0 sorted
2048 0 129 0 sorted
2048 0 182 0 sorted
2048 0 187 0 sorted
2048 0 147 0 sorted
4096 0 147 0 random
4096 0 189 0 random
4096 0 147 0 random
4096 0 177 0 random
4096 0 140 0 random
4096 0 217 0 random
4096 0 158 0 random
4096 0 139 0 random
4096 0 223 0 random
4096 0 152 0 random
4096 0 125 0 sorted
4096 0 210 0 sorted
4096 0 135 0 sorted
4096 0 146 0 sorted
4096 0 140 0 sorted
4096 0 205 0 sorted
4096 0 242 0 sorted
4096 0 148 0 sorted
4096 0 134 0 sorted
4096 0 156 0 sorted
8192 0 320 0 random
8192 0 211 0 random
8192 0 203 0 random
8192 0 220 0 random
8192 0 209 0 random
8192 0 211 0 random
8192 0 378 0 random
8192 0 199 0 random
8192 0 328 0 random
8192 0 358 0 random
8192 0 215 0 sorted
8192 0 572 0 sorted
8192 0 183 0 sorted
8192 0 187 0 sorted
8192 0 246 0 sorted
8192 0 305 0 sorted
8192 0 262 0 sorted
8192 0 195 0 sorted
8192 0 245 0 sorted
8192 0 194 0 sorted
16384 0 450 0 random
16384 0 284 0 random
1024 0 3630 0 random
1024 0 3745 0 random
1024 0 3111 0 random
1024 0 3783 0 random
1024 0 4398 0 random
1024 0 3069 0 random
1024 0 5712 0 random
1024 0 3993 0 random
1024 0 3263 0 random
1024 0 3327 0 random
1024 0 3554 0 sorted
1024 0 3650 0 sorted
1024 0 3656 0 sorted
1024 0 4010 0 sorted
1024 0 3056 0 sorted
1024 0 5594 0 sorted
1024 0 3531 0 sorted
1024 0 3687 0 sorted
1024 0 3716 0 sorted
1024 0 6841 0 sorted
2048 0 7196 0 random
2048 0 6475 0 random
2048 0 7308 0 random
2048 0 6737 0 random
2048 0 6274 0 random
2048 0 6503 0 random
2048 0 6649 0 random
2048 0 7069 0 random
2048 0 6651 0 random
2048 0 6978 0 random
2048 0 6543 0 sorted
2048 0 6640 0 sorted
2048 0 6477 0 sorted
2048 0 6782 0 sorted
2048 0 6372 0 sorted
2048 0 7240 0 sorted
2048 0 9930 0 sorted
2048 0 7206 0 sorted
2048 0 6905 0 sorted
2048 0 11751 0 sorted
4096 0 13294 0 random
4096 0 12733 0 random
4096 0 13312 0 random
4096 0 14346 0 random
4096 0 12766 0 random
4096 0 14148 0 random
4096 0 12328 0 random
4096 0 13212 0 random
4096 0 13138 0 random
4096 0 13556 0 random
4096 0 12691 0 sorted
4096 0 15440 0 sorted
4096 0 15252 0 sorted
4096 0 13820 0 sorted
4096 0 12596 0 sorted
