1024 0.804 0.718 27.806
2048 1.248 0.938 62.719
4096 1.523 1.27 126.274
8192 2.049 1.824 232.414
16384 4.133 2.994 541.407
32768 4.04 3.95 990.696
65536 5.475 4.894 1894.94
