2048 391 129 115 random
2048 381 121 191 random
2048 666 212 135 random
2048 396 111 111 random
2048 390 132 125 random
2048 375 127 112 random
2048 384 126 115 random
2048 388 121 128 random
2048 391 112 115 random
2048 21824 6602 7382 sorted
2048 21805 6101 6360 sorted
2048 23675 6125 7132 sorted
2048 21475 6163 7174 sorted
2048 21332 6001 6111 sorted
2048 21305 5876 6057 sorted
2048 21407 6369 6653 sorted
2048 24467 7358 8194 sorted
2048 26703 7217 7515 sorted
2048 21853 6172 6064 sorted
4096 1318 189 168 random
4096 826 159 149 random
4096 856 154 156 random
4096 1603 170 180 random
4096 947 160 154 random
4096 1216 701 183 random
4096 942 179 174 random
4096 839 160 201 random
4096 902 164 300 random
4096 849 241 186 random
4096 123216 18985 18077 sorted
4096 99248 13246 14370 sorted
4096 108954 13546 15326 sorted
4096 98791 13120 13845 sorted
4096 127668 13017 14391 sorted
4096 109674 21245 17805 sorted
4096 109529 20768 19902 sorted
4096 109640 17100 17120 sorted
4096 98090 14285 13280 sorted
4096 87340 14425 12743 sorted
8192 2627 263 264 random
8192 1940 244 362 random
8192 2742 525 4042 random
8192 1953 239 335 random
8192 2266 250 280 random
8192 3250 258 397 random
8192 2086 229 260 random
8192 2043 210 187 random
8192 3207 236 239 random
8192 2019 207 252 random
8192 497201 32932 37965 sorted
8192 463063 47870 46621 sorted
8192 493949 30538 37823 sorted
8192 453490 29366 27405 sorted
8192 354683 26906 27395 sorted
8192 354193 29331 28845 sorted
8192 378345 27509 26396 sorted
8192 357489 26692 26127 sorted
8192 359854 26323 25756 sorted
8192 351810 25704 27526 sorted
