1024 0.0774 0.1076 0.10968
2048 0.07144 0.11136 0.0976
4096 0.09532 0.16684 0.16904
8192 0.09896 0.23796 0.22136
16384 0.12352 0.29832 0.30672
32768 0.19016 0.59144 0.47168
